Elapsed_ms,Direction,SrcIP,DstIP,SrcPort,DstPort,DataLen,Data,RTT_ms,Status
7932.451,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7932.451,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
7934.440,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7934.440,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.989,0
7936.419,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7936.419,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.977,0
7938.395,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7938.395,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.976,0
7940.360,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7940.360,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
7942.338,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7942.338,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.978,0
7944.314,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7944.314,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.975,0
7946.317,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7946.317,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.003,0
7948.275,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7948.275,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
7950.264,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7950.264,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
7952.233,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7952.233,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
7954.219,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7954.219,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.985,0
7956.171,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7956.171,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.951,0
7958.147,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7958.147,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.976,0
7960.127,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7960.127,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.979,0
7962.089,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7962.089,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
7964.046,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7964.046,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
7966.059,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7966.059,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.011,0
7968.040,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7968.040,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.975,0
7970.137,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7970.137,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.094,0
7972.089,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7972.089,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.951,0
7974.214,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7974.214,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.124,0
7976.174,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7976.174,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
7978.151,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7978.151,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.977,0
7980.124,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7980.124,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
7982.100,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7982.100,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.976,0
7983.897,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7983.897,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.796,0
7985.886,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7985.886,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
7987.845,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7987.845,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
7989.808,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7989.808,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
7991.772,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7991.772,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
7993.732,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7993.732,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
7995.685,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7995.685,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.953,0
7997.649,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7997.649,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
7999.636,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
7999.636,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.986,0
8001.594,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8001.594,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
8003.552,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8003.552,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
8005.501,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8005.501,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.948,0
8007.469,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8007.469,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
8009.425,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8009.425,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.955,0
8011.386,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8011.386,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
8013.352,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8013.352,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
8015.312,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8015.312,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
8017.263,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8017.263,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.950,0
8019.221,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8019.221,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
8021.185,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8021.185,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
8023.164,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8023.164,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.978,0
8024.962,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8024.962,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.798,0
8026.947,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8026.947,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.984,0
8028.907,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8028.907,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
8030.872,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8030.872,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
8032.834,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8032.834,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
8034.813,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8034.813,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.978,0
8036.767,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8036.767,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.953,0
8038.740,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8038.740,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.973,0
8040.540,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8040.540,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.799,0
8042.521,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8042.521,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.980,0
8044.479,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8044.479,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
8046.473,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8046.473,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
8048.503,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8048.503,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.029,0
8050.578,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8050.578,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.072,0
8052.531,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8052.531,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.952,0
8054.522,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8054.522,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.991,0
8056.339,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8056.339,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.816,0
8058.327,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8058.327,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
8060.288,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8060.288,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
8062.282,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8062.282,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
8064.244,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8064.244,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
8066.232,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8066.232,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
8068.186,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8068.186,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.954,0
8070.147,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8070.147,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
8072.115,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8072.115,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
8074.072,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8074.072,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.955,0
8076.041,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8076.041,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
8078.030,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8078.030,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.989,0
8079.983,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8079.983,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.952,0
8081.946,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8081.946,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
8083.908,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8083.908,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
8085.719,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8085.719,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.810,0
8087.649,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8087.649,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.929,0
8089.433,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8089.433,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.783,0
8091.400,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8091.400,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.966,0
8093.358,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8093.358,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
8095.313,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8095.313,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.955,0
8097.273,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8097.273,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
8099.234,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8099.234,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
8101.191,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8101.191,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
8103.156,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8103.156,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
8105.108,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8105.108,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.951,0
8107.069,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8107.069,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
8109.025,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8109.025,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
8110.993,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8110.993,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.967,0
8112.957,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8112.957,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
8114.932,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8114.932,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
8116.885,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8116.885,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.953,0
8118.849,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8118.849,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
8120.634,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8120.634,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.785,0
8122.617,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8122.617,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.982,0
8124.583,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8124.583,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
8126.579,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8126.579,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.995,0
8128.555,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8128.555,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.975,0
8130.557,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8130.557,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.002,0
8132.510,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8132.510,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.952,0
8134.490,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8134.490,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.979,0
8136.453,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8136.453,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
8138.445,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
8138.445,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.991,0
8140.403,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
